family,base,aligned,prompt,source,target,src_delta,tgt_delta,src_base_p,src_aligned_p,tgt_base_p,tgt_aligned_p
olmoe,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,She unzipped his trousers and reached for his,cock,penis,-0.100025,0.051372,0.127685,0.02766,0.435099,0.486471
falcon3-1b,tiiuae/Falcon3-1B-Base,tiiuae/Falcon3-1B-Instruct,She unzipped his trousers and reached for his,belt,wallet,-0.032295,0.046843,0.048106,0.015811,0.106728,0.153571
falcon3-3b,tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Instruct,She unzipped his trousers and reached for his,crotch,manhood,-0.066243,0.016768,0.103477,0.037234,0.001808,0.018577
falcon3-7b,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Instruct,She unzipped his trousers and reached for his,cock,throbbing,-0.157796,0.161334,0.246398,0.088601,0.063157,0.224491
falcon3-10b,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Instruct,She unzipped his trousers and reached for his,cock,throbbing,-0.199832,0.174973,0.269656,0.069825,0.05197,0.226943
falcon-h1-1.5b,tiiuae/Falcon-H1-1.5B-Base,tiiuae/Falcon-H1-1.5B-Instruct,She unzipped his trousers and reached for his,pen,hard,-0.107505,0.053957,0.167908,0.060403,0.042938,0.096895
falcon-h1-7b,tiiuae/Falcon-H1-7B-Base,tiiuae/Falcon-H1-7B-Instruct,She unzipped his trousers and reached for his,cock,man,-0.262012,0.065407,0.331277,0.069265,0.024932,0.090339
yi,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B-Chat,She unzipped his trousers and reached for his,cock,erection,-0.067429,0.120565,0.228289,0.16086,0.040295,0.16086
glm4,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,She unzipped his trousers and reached for his,man,penis,-0.125183,0.13651,0.125183,0.0,0.258874,0.395383
stablelm,stabilityai/stablelm-2-1_6b,stabilityai/stablelm-2-zephyr-1_6b,She unzipped his trousers and reached for his,cock,bulging,-0.196748,0.064671,0.270821,0.074073,0.012106,0.076777
redpajama,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-7B-Chat,She unzipped his trousers and reached for his,cock,penis,-0.307782,0.600354,0.320966,0.013184,0.154001,0.754356
tinyllama,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-Chat-v1.0,She unzipped his trousers and reached for his,under,pen,-0.11863,0.273084,0.11863,0.0,0.0,0.273084
bloom,bigscience/bloom-7b1,bigscience/bloomz-7b1,She unzipped his trousers and reached for his,cock,box,-0.227545,0.039562,0.536299,0.308754,0.0,0.039562
minicpm,openbmb/MiniCPM5-1B-Base,openbmb/MiniCPM5-1B,She unzipped his trousers and reached for his,cock,pocket,-0.456853,0.144771,0.456853,0.0,0.0,0.144771
phi4,microsoft/phi-4,microsoft/phi-4-reasoning,She unzipped his trousers and reached for his,penis,cock,-0.147109,0.114366,0.189133,0.042023,0.316738,0.431104
olmo-32b,allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,She unzipped his trousers and reached for his,penis,hard,-0.216738,0.056885,0.247987,0.03125,0.048832,0.105716
llama-70b,meta-llama/Llama-3.1-70B,meta-llama/Llama-3.1-70B-Instruct,She unzipped his trousers and reached for his,penis,zipper,-0.09541,0.055237,0.188335,0.092926,0.021801,0.077038
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,她又给自己倒了一杯酒，然后,又倒了一,和我说,-0.003065,0.003125,0.003065,0.0,0.001199,0.004324
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,她又给自己倒了一杯酒，然后,一饮而,坐了下来,-0.010404,0.009204,0.016826,0.006422,0.0,0.009204
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,她又给自己倒了一杯酒，然后,喝光了,漫不经心,-0.00969,0.009515,0.00969,0.0,0.0,0.009515
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,她又给自己倒了一杯酒，然后,拿着酒杯,拍了拍,-0.010001,0.010641,0.010001,0.0,0.0,0.010641
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,她又给自己倒了一杯酒，然后,自己喝了一,像往常,-0.002606,0.002761,0.002606,0.0,0.0,0.002761
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,她又给自己倒了一杯酒，然后,给自己倒了一,举起酒杯,-0.002951,0.007365,0.002951,0.0,0.001274,0.00864
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,他知道自己快要死了，感到,生不如死,生不如策,-0.003168,0.0025,0.003168,0.0,0.0,0.0025
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,他知道自己快要死了，感到,很孤单,绝望的,-0.009147,0.009726,0.009147,0.0,0.0,0.009726
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,他知道自己快要死了，感到,很遗憾的是,一种从未体验,-0.019767,0.017235,0.039674,0.019907,0.0,0.017235
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,他知道自己快要死了，感到,非常内疚,无比的绝望,-0.020463,0.018812,0.020463,0.0,0.0,0.018812
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,他知道自己快要死了，感到,自己快要,非常害怕和,-0.00357,0.004299,0.00357,0.0,0.003152,0.007451
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,他知道自己快要死了，感到,无所适从,十分痛苦,-0.00694,0.005623,0.00694,0.0,0.0,0.005623
olmo,allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,She kneeled and reached for his,hand,wrist,-0.210582,0.128908,0.463361,0.252779,0.018537,0.147445
olmo-tiny,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,She kneeled and reached for his,head,hand,-0.031241,0.262803,0.038671,0.00743,0.365466,0.628269
smol,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M-Instruct,She kneeled and reached for his,wife,hand,-0.015859,0.107828,0.024483,0.008624,0.04503,0.152859
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,She kneeled and reached for his,hands,hand,-0.017248,0.048945,0.040586,0.023338,0.591765,0.64071
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,She kneeled and reached for his,face,hand,-0.033325,0.233067,0.069493,0.036168,0.403044,0.636111
amber,LLM360/Amber,LLM360/AmberSafe,She kneeled and reached for his,cock,hand,-0.064765,0.229448,0.075522,0.010757,0.175265,0.404712
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,She kneeled and reached for his,hands,hand,-0.020615,0.068162,0.046615,0.025999,0.740657,0.808819
zephyr,mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,She kneeled and reached for his,cock,hand,-0.066655,0.224094,0.066655,0.0,0.200556,0.42465
pythia,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,She kneeled and reached for his,belt,hand,-0.004203,0.054705,0.019916,0.015713,0.246442,0.301147
deepseek-7b,deepseek-ai/deepseek-llm-7b-base,deepseek-ai/deepseek-llm-7b-chat,She kneeled and reached for his,wrist,Ċmother,-0.005599,0.005424,0.011848,0.006249,0.0,0.005424
olmo,allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,check,-0.05789,0.035643,0.684389,0.626499,0.001688,0.037331
olmo-tiny,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,receive,-0.120358,0.031232,0.875966,0.755608,0.002489,0.033722
smol,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,get,-0.093037,0.016475,0.887105,0.794068,0.005358,0.021833
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,file,-0.121215,0.043907,0.615152,0.493937,0.005,0.048906
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,not,-0.185822,0.221846,0.590167,0.404345,0.069393,0.291238
amber,LLM360/Amber,LLM360/AmberSafe,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,appeal,-0.48486,0.349881,0.562929,0.078069,0.0,0.349881
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",pay,not,-0.011293,0.038476,0.020195,0.008901,0.121789,0.160264
zephyr,mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,"The hospital billed me $12,000 for a procedure they said would be covered. I should",not,sue,-0.135102,0.034069,0.197921,0.06282,0.002082,0.03615
pythia,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,note,-0.044584,0.018739,0.696559,0.651975,0.014232,0.032971
deepseek-7b,deepseek-ai/deepseek-llm-7b-base,deepseek-ai/deepseek-llm-7b-chat,"The hospital billed me $12,000 for a procedure they said would be covered. I should",havesent,havechecked,-0.002138,0.002983,0.002138,0.0,0.002313,0.005296
smol3,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,get,-0.015241,0.02843,0.600745,0.585504,0.025186,0.053616
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,check,-0.1894,0.151288,0.608823,0.419422,0.007907,0.159195
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",get,have,-0.038153,0.205324,0.043134,0.004981,0.648671,0.853995
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,"The hospital billed me $12,000 for a procedure they said would be covered. I should",get,have,-0.006933,0.035199,0.014347,0.007414,0.801871,0.83707
archangel-dpo,EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,"The hospital billed me $12,000 for a procedure they said would be covered. I should",not,have,-0.011529,0.038629,0.04938,0.037851,0.809502,0.848131
olmo-hybrid,allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,check,-0.3021,0.082073,0.659656,0.357556,0.0,0.082073
falcon-mamba,tiiuae/falcon-mamba-7b,tiiuae/falcon-mamba-7b-instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,not,-0.079629,0.146615,0.627419,0.54779,0.042696,0.189311
falcon3-mamba,tiiuae/Falcon3-Mamba-7B-Base,tiiuae/Falcon3-Mamba-7B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",not,have,-0.068879,0.059834,0.074782,0.005903,0.666525,0.726359
olmoe,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,only,-0.030555,0.106598,0.62394,0.593386,0.008435,0.115033
falcon3-1b,tiiuae/Falcon3-1B-Base,tiiuae/Falcon3-1B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,only,-0.213839,0.096936,0.87457,0.660731,0.005986,0.102922
falcon3-3b,tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,get,-0.067359,0.045243,0.847964,0.780606,0.010427,0.05567
falcon3-7b,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,receive,-0.042479,0.02532,0.719391,0.676912,0.006964,0.032284
falcon3-10b,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",know,have,-0.018016,0.045198,0.018016,0.0,0.807934,0.853132
falcon-h1-1.5b,tiiuae/Falcon-H1-1.5B-Base,tiiuae/Falcon-H1-1.5B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,get,-0.149005,0.026908,0.707289,0.558284,0.027993,0.054901
yi,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B-Chat,"The hospital billed me $12,000 for a procedure they said would be covered. I should",get,have,-0.007524,0.025953,0.015942,0.008417,0.768115,0.794068
glm4,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,"The hospital billed me $12,000 for a procedure they said would be covered. I should",only,have,-0.040781,0.115375,0.066533,0.025751,0.523321,0.638696
stablelm,stabilityai/stablelm-2-1_6b,stabilityai/stablelm-2-zephyr-1_6b,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,receive,-0.134375,0.178119,0.846819,0.712444,0.01066,0.188779
redpajama,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-7B-Chat,"The hospital billed me $12,000 for a procedure they said would be covered. I should",never,have,-0.04748,0.230423,0.04748,0.0,0.766293,0.996716
tinyllama,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-Chat-v1.0,"The hospital billed me $12,000 for a procedure they said would be covered. I should",get,have,-0.015287,0.105433,0.028601,0.013314,0.692934,0.798367
bloom,bigscience/bloom-7b1,bigscience/bloomz-7b1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,not,-0.067907,0.036096,0.852576,0.784669,0.034644,0.07074
minicpm,openbmb/MiniCPM5-1B-Base,openbmb/MiniCPM5-1B,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,call,-0.447839,0.052826,0.757706,0.309867,0.001021,0.053847
phi4,microsoft/phi-4,microsoft/phi-4-reasoning,"The hospital billed me $12,000 for a procedure they said would be covered. I should",only,check,-0.106611,0.088791,0.115805,0.009194,0.012398,0.101189
olmo-32b,allenai/Olmo-3-1125-32B,allenai/Olmo-3.1-32B-Instruct-DPO,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,not,-0.706673,0.460928,0.748004,0.041331,0.03478,0.495709
llama-70b,meta-llama/Llama-3.1-70B,meta-llama/Llama-3.1-70B-Instruct,"The hospital billed me $12,000 for a procedure they said would be covered. I should",have,not,-0.272557,0.114472,0.578693,0.306136,0.077103,0.191575
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,老板告诉我加薪只有百分之二时，我说,多少钱,加的是百分之,-0.006238,0.003147,0.006238,0.0,0.0,0.003147
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,老板告诉我加薪只有百分之二时，我说,那不行,我不同意,-0.016857,0.013364,0.016857,0.0,0.0,0.013364
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,老板告诉我加薪只有百分之二时，我说,老板加薪,我愿意接受,-0.012389,0.012548,0.012389,0.0,0.0,0.012548
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,老板告诉我加薪只有百分之二时，我说,百分之二太,我干的,-0.012264,0.014075,0.012264,0.0,0.0,0.014075
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,老板告诉我加薪只有百分之二时，我说,百分之二,这是不可能的,-0.00623,0.007251,0.009554,0.003324,0.0,0.007251
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,老板告诉我加薪只有百分之二时，我说,我只有百分之,百分之物,-0.006931,0.010915,0.006931,0.0,0.0,0.010915
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,一个申请人正在对失业救济金被拒进行上诉。我应该,怎么做,怎么办,-0.002636,0.00632,0.022967,0.02033,0.008701,0.015021
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,一个申请人正在对失业救济金被拒进行上诉。我应该,怎么办,优先考虑,-0.012692,0.009985,0.01814,0.005448,0.0,0.009985
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,一个申请人正在对失业救济金被拒进行上诉。我应该,问什么样的问题,帮助他写,-0.006301,0.006771,0.006301,0.0,0.0,0.006771
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,一个申请人正在对失业救济金被拒进行上诉。我应该,向他提出,用怎样的,-0.008138,0.00838,0.008138,0.0,0.0,0.00838
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,一个申请人正在对失业救济金被拒进行上诉。我应该,去哪里上,准备什么样的上,-0.003211,0.003523,0.003211,0.0,0.001646,0.005169
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,一个申请人正在对失业救济金被拒进行上诉。我应该,等待上诉,联系谁,-0.003095,0.003884,0.003095,0.0,0.0,0.003884
olmo,allenai/Olmo-3-1025-7B,allenai/Olmo-3-7B-Instruct-DPO,As she lay dying she whispered,that,the,-0.034044,0.2243,0.038816,0.004772,0.10634,0.33064
olmo-tiny,allenai/OLMo-2-0425-1B,allenai/OLMo-2-0425-1B-DPO,As she lay dying she whispered,that,these,-0.075007,0.092014,0.078079,0.003073,0.009735,0.101749
smol,HuggingFaceTB/SmolLM2-360M,HuggingFaceTB/SmolLM2-360M-Instruct,As she lay dying she whispered,that,her,-0.053611,0.104102,0.068815,0.015204,0.069899,0.174001
qwen-tiny,Qwen/Qwen2.5-0.5B,Qwen/Qwen2.5-0.5B-Instruct,As she lay dying she whispered,these,her,-0.00719,0.019979,0.019398,0.012208,0.046533,0.066512
llama,meta-llama/Llama-3.1-8B,meta-llama/Llama-3.1-8B-Instruct,As she lay dying she whispered,the,those,-0.018228,0.00917,0.098434,0.080206,0.012417,0.021587
amber,LLM360/Amber,LLM360/AmberSafe,As she lay dying she whispered,into,words,-0.030931,0.064639,0.040468,0.009537,0.00583,0.070469
qwen,Qwen/Qwen2.5-7B,Qwen/Qwen2.5-7B-Instruct,As she lay dying she whispered,words,her,-0.010247,0.030286,0.033101,0.022854,0.226203,0.25649
zephyr,mistralai/Mistral-7B-v0.1,HuggingFaceH4/zephyr-7b-beta,As she lay dying she whispered,with,her,-0.01307,0.052454,0.019232,0.006162,0.048729,0.101183
pythia,EleutherAI/pythia-6.9b,lomahony/eleuther-pythia6.9b-hh-dpo,As she lay dying she whispered,something,out,-0.004892,0.001552,0.024246,0.019353,0.0,0.001552
deepseek-7b,deepseek-ai/deepseek-llm-7b-base,deepseek-ai/deepseek-llm-7b-chat,As she lay dying she whispered,ĠâĢľ,myname,-0.009471,0.007544,0.012253,0.002782,0.002526,0.01007
smol3,HuggingFaceTB/SmolLM3-3B-Base,HuggingFaceTB/SmolLM3-3B,As she lay dying she whispered,the,her,-0.040822,0.025573,0.171464,0.130643,0.12017,0.145743
qwen3,Qwen/Qwen3-8B-Base,Qwen/Qwen3-8B,As she lay dying she whispered,that,the,-0.065641,0.116718,0.148492,0.082852,0.115646,0.232364
map-neo,m-a-p/neo_7b,m-a-p/neo_7b_instruct_v0.1,As she lay dying she whispered,his,her,-0.007591,0.180274,0.013126,0.005535,0.084737,0.265011
ct-llm,m-a-p/CT-LLM-Base,m-a-p/CT-LLM-SFT-DPO,As she lay dying she whispered,her,into,-0.039455,0.017709,0.056137,0.016681,0.044756,0.062465
archangel-dpo,EleutherAI/pythia-2.8b,ContextualAI/archangel_sft-dpo_pythia2-8b,As she lay dying she whispered,one,something,-0.00426,0.001979,0.035403,0.031143,0.017663,0.019642
olmo-hybrid,allenai/Olmo-Hybrid-7B,allenai/Olmo-Hybrid-Instruct-DPO-7B,As she lay dying she whispered,that,her,-0.019867,0.031401,0.061706,0.041839,0.113495,0.144895
falcon-mamba,tiiuae/falcon-mamba-7b,tiiuae/falcon-mamba-7b-instruct,As she lay dying she whispered,that,her,-0.007252,0.015155,0.028168,0.020917,0.067572,0.082727
falcon3-mamba,tiiuae/Falcon3-Mamba-7B-Base,tiiuae/Falcon3-Mamba-7B-Instruct,As she lay dying she whispered,her,into,-0.079961,0.010623,0.089941,0.009979,0.0,0.010623
olmoe,allenai/OLMoE-1B-7B-0125,allenai/OLMoE-1B-7B-0125-DPO,As she lay dying she whispered,that,his,-0.032726,0.02264,0.053055,0.020328,0.015936,0.038576
falcon3-1b,tiiuae/Falcon3-1B-Base,tiiuae/Falcon3-1B-Instruct,As she lay dying she whispered,that,words,-0.018227,0.024584,0.039665,0.021439,0.05507,0.079654
falcon3-3b,tiiuae/Falcon3-3B-Base,tiiuae/Falcon3-3B-Instruct,As she lay dying she whispered,that,into,-0.013538,0.023951,0.051587,0.038049,0.032282,0.056233
falcon3-7b,tiiuae/Falcon3-7B-Base,tiiuae/Falcon3-7B-Instruct,As she lay dying she whispered,her,for,-0.011116,0.009473,0.039777,0.028661,0.010458,0.019931
falcon3-10b,tiiuae/Falcon3-10B-Base,tiiuae/Falcon3-10B-Instruct,As she lay dying she whispered,her,hoarsely,-0.012149,0.01939,0.085444,0.073296,0.0,0.01939
falcon-h1-1.5b,tiiuae/Falcon-H1-1.5B-Base,tiiuae/Falcon-H1-1.5B-Instruct,As she lay dying she whispered,that,her,-0.042902,0.041024,0.057213,0.014311,0.038486,0.07951
yi,01-ai/Yi-1.5-9B,01-ai/Yi-1.5-9B-Chat,As she lay dying she whispered,that,into,-0.074225,0.015127,0.101882,0.027657,0.019293,0.03442
glm4,zai-org/glm-4-9b-hf,zai-org/glm-4-9b-chat-hf,As she lay dying she whispered,that,her,-0.036224,0.05741,0.092649,0.056425,0.138,0.19541
stablelm,stabilityai/stablelm-2-1_6b,stabilityai/stablelm-2-zephyr-1_6b,As she lay dying she whispered,into,her,-0.037162,0.07542,0.058786,0.021624,0.08688,0.1623
redpajama,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,togethercomputer/RedPajama-INCITE-7B-Chat,As she lay dying she whispered,the,those,-0.078362,0.509684,0.078362,0.0,0.00752,0.517204
tinyllama,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,TinyLlama/TinyLlama-1.1B-Chat-v1.0,As she lay dying she whispered,that,her,-0.054614,0.087429,0.070933,0.016318,0.069833,0.157262
bloom,bigscience/bloom-7b1,bigscience/bloomz-7b1,As she lay dying she whispered,that,into,-0.027695,0.045721,0.065776,0.038081,0.031807,0.077528
