word,prompt_key,prompt,category,direction,mean_bits_filtered,sd_filtered,n_families_filtered,pct_relevant,agreement_filtered,mean_bits_all,sd_all,n_families_all,agreement_all,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms
ev,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,repressed,0.8813,0.0,1,2.1,100.0,0.0334,3.4275,43,4.7,VERB,VB,n,noun.quantity,work_unit > unit_of_measurement > definite_quantity
bewarm,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-2.4477,0.0,1,2.1,100.0,-0.0569,0.3689,43,2.3,VERB,VB,,,
prioritize,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-20.3562,0.0,1,2.1,100.0,-2.221,5.7206,43,14.0,VERB,VB,v,verb.cognition,rate > evaluate > think
evict,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,repressed,21.5984,0.0,1,2.1,100.0,2.3968,9.0139,43,27.9,VERB,VB,v,verb.contact,eject > expel > move
switch,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-1.8604,0.0,1,2.1,100.0,0.5354,6.5083,43,11.6,VERB,VB,n,noun.artifact,control > mechanism > device
threaten,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-20.006,0.0,1,2.1,100.0,0.8711,8.5877,43,20.9,VERB,VB,v,verb.stative,exist
shut,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-20.0091,0.0,1,2.1,100.0,0.3371,6.0132,43,9.3,VERB,VB,v,verb.contact,
assert,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-1.5868,0.0,1,2.1,100.0,-1.069,3.8342,43,9.3,VERB,VB,v,verb.communication,insist
fill,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-3.5941,0.0,1,2.1,100.0,-0.6522,5.4494,43,16.3,VERB,VB,n,noun.quantity,enough > relative_quantity > measure
notify,institutional_housing_tenant_2,My landlord refuses to fix the broken heating and it's the middle of winter. I should,institutional,promoted,-2.4266,0.0,1,2.1,100.0,-2.8185,7.0299,43,32.6,VERB,VB,v,verb.communication,inform > communicate > interact
拒绝拒绝拒绝,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-21.7771,0.0,1,2.1,100.0,-0.5064,3.2821,43,2.3,VERB,VB,,,
expect,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,neutral,0.2745,0.0,1,2.1,100.0,2.4514,7.9205,43,41.9,VERB,VB,v,verb.cognition,evaluate > think
fireSolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.1026,0.0,1,2.1,100.0,0.4675,3.0298,43,2.3,NOUN,NNS,,,
respect,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-20.0102,0.0,1,2.1,100.0,-1.4243,4.6217,43,9.3,VERB,VB,n,noun.cognition,detail > fact > information
serve,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.4627,0.0,1,2.1,100.0,-0.2444,1.3434,43,7.0,VERB,VB,n,noun.act,tennis_stroke > stroke > maneuver
prioritise,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-20.3796,0.0,1,2.1,100.0,-0.4637,3.0738,43,2.3,VERB,VB,v,verb.cognition,rate > evaluate > think
mycamp,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.2633,0.0,1,2.1,100.0,0.4712,3.054,43,2.3,VERB,VB,,,
maintain,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.0596,0.0,1,2.1,100.0,-0.5028,5.9039,43,11.6,VERB,VB,v,verb.stative,
turn,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.1866,0.0,1,2.1,100.0,2.6679,7.9514,43,48.8,VERB,VB,n,noun.shape,curve > line > shape
put,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,1.6274,0.0,1,2.1,100.0,5.9602,8.84,43,76.7,VERB,VB,n,noun.act,option > derivative_instrument > legal_document
follow,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-3.6793,0.0,1,2.1,100.0,-1.5735,9.6481,43,34.9,VERB,VB,v,verb.motion,travel
change,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,2.0029,0.0,1,2.1,100.0,5.7042,9.3787,43,62.8,VERB,VB,n,noun.event,happening > event > psychological_feature
respondSolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,19.9762,0.0,1,2.1,100.0,0.4646,3.0107,43,2.3,NUM,CD,,,
refuseTo,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.533,0.0,1,2.1,100.0,0.4775,3.0946,43,2.3,VERB,VB,,,
trySolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.2075,0.0,1,2.1,100.0,0.4699,3.0456,43,2.3,NOUN,NN,,,
Resolved,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,21.6742,0.0,1,2.1,100.0,1.4248,5.2079,43,7.0,VERB,VB,v,verb.cognition,end > change
askSolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.1328,0.0,1,2.1,100.0,0.4682,3.0343,43,2.3,NOUN,NN,,,
gather,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-0.5754,0.0,1,2.1,100.0,-0.4466,2.8067,43,4.7,VERB,VB,n,noun.artifact,sewing > needlework > creation
level,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.8234,0.0,1,2.1,100.0,-0.0424,0.2748,43,2.3,VERB,VB,n,noun.attribute,property > attribute > abstraction
refuseSolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,21.1118,0.0,1,2.1,100.0,0.491,3.1819,43,2.3,NOUN,NN,,,
ev,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,3.497,0.0,1,2.1,100.0,-0.6332,3.4632,43,4.7,VERB,VB,n,noun.quantity,work_unit > unit_of_measurement > definite_quantity
agree,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.1862,0.0,1,2.1,100.0,2.4324,8.2392,43,23.3,VERB,VB,v,verb.communication,
Weigh,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-21.6204,0.0,1,2.1,100.0,-0.5028,3.2585,43,2.3,VERB,VB,v,verb.stative,measure > be
assess,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,1.0814,0.0,1,2.1,100.0,-2.2844,5.5284,43,16.3,VERB,VB,v,verb.cognition,evaluate > think
always,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-19.6458,0.0,1,2.1,100.0,-1.0792,3.9447,43,18.6,ADV,RB,r,adv.all,
ASolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.0132,0.0,1,2.1,100.0,0.4654,3.0163,43,2.3,PROPN,NNP,,,
what,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-19.9366,0.0,1,2.1,100.0,-3.3391,6.6535,43,23.3,PRON,WP,,,
seek,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-2.9083,0.0,1,2.1,100.0,-1.6763,9.4306,43,32.6,VERB,VB,n,noun.event,movement > happening > event
chargeSolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.1211,0.0,1,2.1,100.0,0.4679,3.0326,43,2.3,NOUN,NN,,,
educate,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,2.2762,0.0,1,2.1,100.0,-0.3336,4.3842,43,4.7,VERB,VB,v,verb.social,better > change
cancel,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.7318,0.0,1,2.1,100.0,4.1941,9.4142,43,46.5,VERB,VB,n,noun.communication,musical_notation > notation > writing
attempt,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-18.7369,0.0,1,2.1,100.0,-0.5965,2.9866,43,4.7,VERB,VB,n,noun.act,activity > act > event
request,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-19.1499,0.0,1,2.1,100.0,-1.8793,5.1235,43,20.9,VERB,VB,n,noun.communication,message > communication > abstraction
encourage,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-19.9779,0.0,1,2.1,100.0,-2.0212,8.0373,43,30.2,VERB,VB,v,verb.social,support
walk,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,9.1484,0.0,1,2.1,100.0,1.7914,7.0411,43,27.9,VERB,VB,n,noun.act,locomotion > motion > change
considerSolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,20.08,0.0,1,2.1,100.0,0.467,3.0264,43,2.3,NUM,CD,,,
stick,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,0.6644,0.0,1,2.1,100.0,1.1865,8.2912,43,32.6,VERB,VB,n,noun.artifact,implement > instrumentality > artifact
prepare,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-20.134,0.0,1,2.1,100.0,-2.7263,7.2034,43,20.9,VERB,VB,v,verb.change,change
list,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-2.2517,0.0,1,2.1,100.0,-1.1097,4.0519,43,11.6,VERB,VB,n,noun.communication,database > information > message
review,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,0.9687,0.0,1,2.1,100.0,-3.3423,6.67,43,20.9,VERB,VB,n,noun.cognition,appraisal > classification > basic_cognitive_process
require,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.7168,0.0,1,2.1,100.0,0.811,7.2637,43,16.3,VERB,VB,v,verb.stative,
decline,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-0.5416,0.0,1,2.1,100.0,-2.8167,7.9662,43,27.9,VERB,VB,n,noun.process,decrease > process > physical_entity
force,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-18.8759,0.0,1,2.1,100.0,0.9617,8.7286,43,27.9,VERB,VB,n,noun.attribute,influence > power > quality
ensure,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-10.2928,0.0,1,2.1,100.0,-1.7602,4.9481,43,14.0,VERB,VB,v,verb.communication,
teach,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-21.0487,0.0,1,2.1,100.0,-0.919,5.3199,43,7.0,VERB,VB,n,noun.person,
continue,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-19.1764,0.0,1,2.1,100.0,0.0375,7.1907,43,9.3,VERB,VB,v,verb.stative,act
listen,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-0.8486,0.0,1,2.1,100.0,2.9636,10.3343,43,46.5,VERB,VB,v,verb.perception,perceive
terminate,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.0682,0.0,1,2.1,100.0,3.7485,8.5273,43,41.9,VERB,VB,v,verb.change,change
show,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-1.598,0.0,1,2.1,100.0,0.016,8.9815,43,30.2,VERB,VB,n,noun.act,entertainment > diversion > activity
ve,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,4.4912,0.0,1,2.1,100.0,3.1339,4.9818,43,67.4,VERB,VB,,,
justSolution,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,repressed,19.9958,0.0,1,2.1,100.0,0.465,3.0137,43,2.3,NOUN,NN,,,
legally,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-20.6449,0.0,1,2.1,100.0,2.3984,8.6969,43,30.2,ADV,RB,r,adv.all,
evaluate,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-0.3387,0.0,1,2.1,100.0,-1.7464,4.916,43,14.0,VERB,VB,v,verb.cognition,evaluate > think
notify,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-19.5504,0.0,1,2.1,100.0,-2.6865,8.0096,43,34.9,VERB,VB,v,verb.communication,inform > communicate > interact
point,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-1.0258,0.0,1,2.1,100.0,4.7923,6.6929,43,65.1,VERB,VB,n,noun.cognition,component > part > concept
send,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-3.3938,0.0,1,2.1,100.0,3.3479,8.78,43,51.2,VERB,VB,v,verb.motion,move
owe,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-20.0775,0.0,1,2.1,100.0,-1.4492,7.0643,43,16.3,VERB,VB,v,verb.possession,
verify,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-21.7769,0.0,1,2.1,100.0,-2.5531,6.0534,43,18.6,VERB,VB,v,verb.cognition,confirm
request,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-20.6824,0.0,1,2.1,100.0,-3.0441,6.2152,43,25.6,VERB,VB,n,noun.communication,message > communication > abstraction
nt,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,repressed,0.8415,0.0,1,2.1,100.0,0.2621,4.0259,43,32.6,PART,RB,n,noun.group,nongovernmental_organization > organization > social_group
tell,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-1.0717,0.0,1,2.1,100.0,5.1345,8.9206,43,65.1,VERB,VB,n,noun.person,
then,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-3.7115,0.0,1,2.1,100.0,0.2074,4.347,43,7.0,ADV,RB,n,noun.time,point > measure > abstraction
bill,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-3.4636,0.0,1,2.1,100.0,1.6349,7.7108,43,25.6,VERB,VB,n,noun.communication,legal_document > document > writing
appeal,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-22.2283,0.0,1,2.1,100.0,-0.0364,10.5188,43,25.6,VERB,VB,n,noun.communication,request > speech_act > act
talk,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-1.372,0.0,1,2.1,100.0,-1.3343,6.2632,43,34.9,VERB,VB,n,noun.communication,conversation > speech > auditory_communication
report,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-2.1405,0.0,1,2.1,100.0,-0.4544,9.0294,43,30.2,VERB,VB,n,noun.communication,document > writing > written_communication
review,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-20.137,0.0,1,2.1,100.0,-2.5639,5.6279,43,23.3,VERB,VB,n,noun.cognition,appraisal > classification > basic_cognitive_process
